,province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date,region,weather
95761,Can Tho,33,24,17,ESE,0.0,68,24,1013,2020-01-22,Nam,Nắng
95762,Can Tho,29,23,9,SSW,1.5,81,43,1009,2021-01-22,Nam,Gió
95763,Can Tho,30,19,8,E,0.0,71,25,1015,2009-01-16,Nam,Nắng
95764,Can Tho,30,23,8,NE,0.0,63,17,1015,2010-01-16,Nam,Nắng
95765,Can Tho,31,21,8,SSW,0.5,75,33,1011,2011-01-16,Nam,Nắng
95766,Can Tho,31,23,15,ESE,6.1,82,39,1007,2012-01-16,Nam,Nắng
95767,Can Tho,31,22,12,E,0.0,71,9,1013,2013-01-16,Nam,Nắng
95768,Can Tho,30,20,6,WSW,0.0,67,9,1015,2014-01-16,Nam,Nắng
95769,Can Tho,31,20,7,E,0.0,66,5,1013,2015-01-16,Nam,Nắng
95770,Can Tho,34,24,12,ESE,0.2,75,25,1010,2016-01-16,Nam,Nắng
95771,Can Tho,29,23,18,E,5.4,87,66,1010,2017-01-16,Nam,Mây
95772,Can Tho,29,23,5,SW,6.1,82,66,1010,2018-01-16,Nam,Mây
95773,Can Tho,32,24,10,E,0.0,72,41,1011,2019-01-16,Nam,Nắng
95774,Can Tho,33,22,10,E,0.0,74,36,1011,2020-01-16,Nam,Nắng
95775,Can Tho,30,21,8,SE,0.0,77,27,1010,2021-01-16,Nam,Nắng
95776,Can Tho,32,20,9,E,0.0,71,4,1011,2009-01-20,Nam,Nắng
95777,Can Tho,23,21,11,W,4.2,93,93,1011,2010-01-20,Nam,Mây
95778,Can Tho,32,21,9,S,0.0,68,29,1009,2011-01-20,Nam,Nắng
95779,Can Tho,31,23,16,ESE,1.3,81,32,1009,2012-01-20,Nam,Nắng
95780,Can Tho,32,22,9,SSE,0.0,72,34,1013,2013-01-20,Nam,Nắng
95781,Can Tho,29,18,11,SE,0.0,61,13,1015,2014-01-20,Nam,Lạnh
95782,Can Tho,31,21,11,S,0.0,65,13,1015,2015-01-20,Nam,Nắng
95783,Can Tho,34,24,18,ESE,0.0,72,5,1012,2016-01-20,Nam,Nắng
95784,Can Tho,31,24,17,E,0.3,72,71,1012,2017-01-20,Nam,Nắng
95785,Can Tho,31,23,9,E,0.1,77,31,1009,2018-01-20,Nam,Nắng
95786,Can Tho,32,23,10,E,0.0,70,25,1011,2019-01-20,Nam,Nắng
95787,Can Tho,32,23,16,ESE,0.0,67,9,1012,2020-01-20,Nam,Nắng
